,name,carmodel,price,location,status,mfg,interiorColor,exteriorColor,gearbox,kilometer,link,note
109,FORD,RANGER,590000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-pickup-xls-at-xls-mt-2021-moi-ha-noi-ho-tro-tra-gop-giao-xe-toan-quoc-415103/,price!!!
115,KIA,SORENTO,775000000,HÀ NỘI,CŨ,2020,KEM,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-sorento-2.4-gat-premium-2020-3888297,price!!!
119,TOYOTA,CAMRY,1235000000,HÀ NỘI,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-toyota-camry-2.5q-2021-2408559,price!!!
137,TOYOTA,FORTUNER,1354000000,HỒ CHÍ MINH,MỚI,2020,,NÂU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-fortuner-v-28-at-2-cau-du-mau-giao-ngay-350tr-co-xe-lh-0932142022-353437/,price!!!
139,TOYOTA,FORTUNER,1310000000,HỒ CHÍ MINH,CŨ,2019,,BẠC,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-fortuner-27-4x4-at-2017-moi-99-giao-xe-ngay-353503/,price!!!
140,TOYOTA,GRANVIA,3080000000,HỒ CHÍ MINH,MỚI,2020,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-granvia-2021-nhap-khau-100-du-mau-975tr-co-xe-lh-0932142022-398289/,model not in brand
141,TOYOTA,CRUISER,4030000000,HỒ CHÍ MINH,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-land-cruiser-2021-nhap-khau-giao-ngay-1215tr-co-xe-341443/,model not in brand
142,FORD,RANGER,616000000,HÀ NỘI,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0979-57-2297ford-ranger-2021-ban-nhap-khau-san-xe-gia-tot-uu-dai-gan-100tr-tien-mat-399915/,price!!!
153,KIA,CARENS,198000000,THANH HÓA,CŨ,2010,ĐEN,VÀNG,SỐ TAY,86000,https://bonbanh.com/xe-kia-carens-lx-1.6-mt-2010-4125241,price!!!
159,KIA,SORENTO,999000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-kia-sorento-2021-moi-tra-truoc-chi-280tr-giam-gia-soc-xe-san-giao-ngay-415161/,price!!!
161,KIA,CERATO,499000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-kia-cerato-2021-moi-uu-dai-soc-65-trieu-chi-trong-thang-nay-san-xe-giao-ngay-415163/,price!!!
175,FIAT,SIENA,45000000,TIỀN GIANG,CŨ,2001,GHI,BẠC,SỐ TAY,0,https://bonbanh.com/xe-fiat-siena-hl-1.6-2001-4037093,price!!!
189,FORD,RANGER,570000000,HÀ NỘI,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0979-57-2297ford-ranger-2021-gia-tot-uu-dai-gan-100tr-tien-mat-413419/,price!!!
190,TOYOTA,RAIZE,527000000,HẢI PHÒNG,MỚI,2021,ĐEN,VÀNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2021-4068231,model not in brand
193,LEXUS,RX,3180000000,HỒ CHÍ MINH,MỚI,2021,CAM,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-lexus-rx-300-2021-3688042,price!!!
194,FORD,RANGER,630000000,BÀ RỊA VŨNG TÀU,MỚI,2020,ĐEN,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2020-3188412,price!!!
200,FORD,EVEREST,1339000000,HÀ NỘI,MỚI,2021,ĐEN,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2021-4016355,price!!!
217,VINFAST,LUX A 2.0,681000000,HÀ NỘI,MỚI,2021,ĐEN,BẠC,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-3938837,price!!!
223,FORD,RANGER,650000000,HÀ NỘI,MỚI,2021,ĐEN,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-3217980,price!!!
227,SUBARU,FORESTER,899000000,HỒ CHÍ MINH,MỚI,2021,,MÀU KHÁC,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-subaru-forester-2021-gia-tot-tang-100-truoc-ba-415172/,price!!!
229,KIA,MORNING,227000000,HÀ NAM,CŨ,2018,,ĐEN,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-gia-dinh-thua-xe-de-lai-kia-morning-2018-415218/,price!!!
230,DONGFENG,DFL3251,695000000,BÌNH DƯƠNG,MỚI,2021,,VÀNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-gia-xe-tai-dongfeng-8-tan-nhap-khau-2022-415177/,model not in brand
233,FORD,RANGER,590000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-pickup-xls-at-xls-mt-2021-moi-ha-noi-ho-tro-tra-gop-giao-xe-toan-quoc-415222/,price!!!
234,SUZUKI,SUPER CARRY BLIND VAN,283000000,HỒ CHÍ MINH,MỚI,2020,,MÀU KHÁC,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-xe-tai-van-suzuki-chay-gio-cam-247-du-mau-giao-ngay-lan-banh-283-trieu-404649/,model not in brand
249,HÃNG KHÁC,DÒNG KHÁC,500000000,,CŨ,2015,,,SỐ SÀN,120000,https://xe.chotot.com/mua-ban-oto-quan-2-tp-ho-chi-minh/90372648.htm,price!!!
257,KIA,MORNING,198000000,,CŨ,2016,,,SỐ SÀN,200000,https://xe.chotot.com/mua-ban-oto-huyen-binh-chanh-tp-ho-chi-minh/89299617.htm,price!!!
261,FORD,RANGER,485000000,,CŨ,2017,,,SỐ SÀN,56000,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/90372820.htm,price!!!
266,VINFAST,LUX SA 2.0,826000000,HÀ NỘI,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2021-4084496,price!!!
276,FORD,RANGER,615000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-ranger-xls-at-2021-moi-toan-quoc-ho-tro-tra-gop-lai-xuat-thap-415223/,price!!!
282,KIA,SONET,539000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0868616444kia-sonet-cam-ket-giao-xe-truoc-tet-lien-he-nhan-them-uu-dai-415217/,model not in brand
292,TOYOTA,GRANVIA,3072000000,HỒ CHÍ MINH,MỚI,2021,GHI,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-toyota-granvia-2.8-at-2021-3345803,model not in brand
297,TOYOTA,LAND CRUISER,7000000000,HÀ NỘI,MỚI,2021,KEM,CÁT,TỰ ĐỘNG,0,https://bonbanh.com/xe-toyota-land_cruiser-vxr-3.5-v6-2021-4075201,price!!!
309,TOYOTA,ZACE,325000000,,CŨ,2005,,,SỐ SÀN,75000,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-dau-mot-binh-duong/89689880.htm,price!!!
312,FORD,RANGER,15000000,,CŨ,2020,,,SỐ SÀN,32000,https://xe.chotot.com/mua-ban-oto-thanh-pho-thu-dau-mot-binh-duong/90373356.htm,price!!!
317,MERCEDES BENZ,C CLASS,550000000,,CŨ,2004,,,TỰ ĐỘNG,123,https://xe.chotot.com/mua-ban-oto-quan-10-tp-ho-chi-minh/89329613.htm,price!!!
318,HYUNDAI,ACCENT,380000000,,CŨ,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-2-tp-ho-chi-minh/89429332.htm,price!!!
320,TOYOTA,SIENNA,650000000,HỒ CHÍ MINH,CŨ,2007,XÁM,ĐỎ,TỰ ĐỘNG,68000,https://bonbanh.com/xe-toyota-sienna-xle-3.5-2007-4066977,price!!!
332,KIA,SONET,579000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0868616444kia-sonet-giao-ngay-thang-12-lien-he-de-nhan-them-uu-dai-415188/,model not in brand
348,HYUNDAI,GRAND I10,287000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-thu-duc-tp-ho-chi-minh/87660213.htm,price!!!
350,MERCEDES BENZ,C CLASS,1198000000,,CŨ,2020,,,TỰ ĐỘNG,18000,https://xe.chotot.com/mua-ban-oto-quan-7-tp-ho-chi-minh/89366365.htm,price!!!
355,FORD,RANGER,1209000000,HÀ NỘI,MỚI,2021,ĐEN,XÁM,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-4091106,price!!!
359,FORD,RANGER,1202000000,HÀ NỘI,MỚI,2021,ĐEN,ĐỎ,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-3908657,price!!!
367,MERCEDESBENZ,GLB 200 AMG,1999000000,HỒ CHÍ MINH,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-mercedes-benz-glb-200-amg-nhieu-uu-dai-hap-dan-trung-thuong-c180-0969893465-415203/,model not in brand
370,MERCEDESBENZ,GLB 200 AMG,1999000000,HỒ CHÍ MINH,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-mercedes-benz-glb-200-amg-nhieu-uu-dai-hap-dan-trung-thuong-c180-0969893465-415204/,model not in brand
373,DONGFENG,M3,700000000,BÌNH DƯƠNG,MỚI,2021,,XANH DƯƠNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-xe-tai-chenglong-m3-thung-dai-9m9-415178/,model not in brand
386,HYUNDAI,SOLATI,898000000,HỒ CHÍ MINH,CŨ,2019,NÂU,ĐEN,SỐ TAY,32000,https://bonbanh.com/xe-hyundai-solati-limousine-2019-4080685,price!!!
387,FORD,RANGER,525000000,HỒ CHÍ MINH,CŨ,2017,ĐEN,XANH,SỐ TAY,43000,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2017-3827653,price!!!
390,MERCEDES BENZ,MB,70000000,HÀ NỘI,CŨ,2003,GHI,TRẮNG,SỐ TAY,0,https://bonbanh.com/xe-mercedes_benz-mb-140d-2003-4070676,price!!!
398,MERCEDES BENZ,GLC,1890000000,HÀ NỘI,CŨ,2021,ĐEN,XÁM,TỰ ĐỘNG,5000,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-3931595,price!!!
399,FORD,RANGER,1202000000,HỒ CHÍ MINH,MỚI,2021,GHI,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-3177271,price!!!
415,TOYOTA,COROLLA CROSS,720000000,,MỚI,2021,,,TỰ ĐỘNG,,https://xe.chotot.com/mua-ban-oto-quan-ha-dong-ha-noi/85603694.htm,price!!!
427,MAZDA,CX3,658000000,HỒ CHÍ MINH,MỚI,2021,ĐEN,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-mazda-cx3-premium-1.5-at-2021-3968002,model not in brand
441,HONDA,CITY,10000000,HỒ CHÍ MINH,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-honda-city-2021-sieu-uu-dai-khung-tra-truoc-126-144tr-uu-dai-pk-tha-ga-lh-dung-0901338826-406538/,price!!!
442,FORD,RANGER,635000000,HÀ NỘI,MỚI,2020,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ranger-2020-xls-mt-at-moi-100-gia-cuc-tot-tang-phu-kien-du-mau-giao-xe-toan-quoctra-gop-80-399837/,price!!!
445,FORD,RANGER,590000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-pickup-xls-at-xls-mt-2021-moi-ha-noi-ho-tro-tra-gop-giao-xe-toan-quoc-415230/,price!!!
446,BMW,5 SERIES,2399000000,HÀ NỘI,CŨ,2018,NÂU,ĐEN,TỰ ĐỘNG,40000,https://bonbanh.com/xe-bmw-5_series-530i-2018-3731971,price!!!
449,KIA,MORNING,350000000,VĨNH PHÚC,CŨ,2015,ĐEN,TRẮNG,TỰ ĐỘNG,50000,https://bonbanh.com/xe-kia-morning-1.0-at-2015-3951212,price!!!
459,FORD,RANGER,615000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-ford-ranger-xls-at-2021-moi-toan-quoc-ho-tro-tra-gop-lai-xuat-thap-415231/,price!!!
467,FORD,RANGER,1205000000,HỒ CHÍ MINH,MỚI,2021,,XANH DƯƠNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ranger-raptor-model-2021-sieu-khung-long-ho-tro-gop-80-bao-dau-ho-so-vay-0937442330-389599/,price!!!
478,TOYOTA,INNOVA,750000000,HỒ CHÍ MINH,CŨ,2018,NÂU,ĐỒNG,TỰ ĐỘNG,55000,https://bonbanh.com/xe-toyota-innova-2.0v-2018-4088312,price!!!
484,BMW,3 SERIES,730000000,,CŨ,2015,,,TỰ ĐỘNG,6,https://xe.chotot.com/mua-ban-oto-quan-nam-tu-liem-ha-noi/86449920.htm,price!!!
486,FORD,TRANSIT,475000000,,CŨ,2019,,,SỐ SÀN,40000,https://xe.chotot.com/mua-ban-oto-quan-cai-rang-can-tho/90372687.htm,price!!!
499,KIA,SORENTO,999000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0938985930kia-sorento-2021-cam-ket-gia-tot-nhat-ho-tro-moi-thu-tuc-nhanh-gon-vay-85-413356/,price!!!
500,MAZDA,CX 3,586000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-mazda-cx3-2021-uu-dai-100-thue-truoc-ba-tra-truoc-176-trieu-nhap-khau-thailand-415245/,model not in brand
513,TOYOTA,CAMRY,450000000,HỒ CHÍ MINH,CŨ,2001,MÀU KHÁC,XANH,SỐ TAY,0,https://bonbanh.com/xe-toyota-camry-gli-2.2-2001-4082797,price!!!
514,MERCEDES BENZ,S CLASS,2340000000,HÀ NỘI,CŨ,2016,-,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2016-4016662,price!!!
515,MAZDA,2,437000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0902913936-new-mazda-2-2021-san-xe-giao-ngay-tra-truoc-chi-142tr-tang-bao-hiem-than-vo-414137/,price!!!
519,BENTLEY,CONTINENTAL FLYING SPUR,18999000000,HÀ NỘI,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-bentley-flying-spur-first-edition-2021-moi-gia-tot-co-thuong-luong-lh-0935866636-414148/,model not in brand
522,TOYOTA,LAND CRUISER,7300000000,HÀ NỘI,MỚI,2021,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-toyota-land-cruiser-vxr-2021-moi-gia-tot-lh-0935866636-411556/,price!!!
554,MITSUBISHI,XPANDER,418000000,,CŨ,2019,,,SỐ SÀN,62207,https://xe.chotot.com/mua-ban-oto-thanh-pho-thuan-an-binh-duong/90100807.htm,price!!!
579,MERCEDESBENZ,GLS600 MAYBACH,17500000000,HỒ CHÍ MINH,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ms-huong-0963732568-ban-mercedes-benz-gls600-maybach-gls-600-maybach-2021-moi-413171/,model not in brand
590,DAEWOO,LACETTI,139000000,PHÚ THỌ,CŨ,2009,KEM,BẠC,SỐ TAY,11000,https://bonbanh.com/xe-daewoo-lacetti-ex-2009-4088553,price!!!
604,TOYOTA,COROLLA CROSS,720000000,HÀ NỘI,MỚI,2021,ĐEN,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2021-3803182,price!!!
606,LANDROVER,RANGE ROVER,12900000000,HỒ CHÍ MINH,MỚI,2021,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ms-huong-0963732568-ban-xe-range-rover-sv-autobiography-30-2021-xe-co-san-giao-ngay-toan-quoc-413168/,price!!!
642,TOYOTA,INNOVA,887000000,HỒ CHÍ MINH,MỚI,2020,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-innova-2021-ban-the-thao-cao-cap-du-maugiao-ngay-230tr-co-xe-325487/,price!!!
662,KIA,RONDO,440000000,,CŨ,2018,,,SỐ SÀN,40000,https://xe.chotot.com/mua-ban-oto-quan-thanh-xuan-ha-noi/89821266.htm,price!!!
663,KIA,MORNING,135000000,,CŨ,2009,,,SỐ SÀN,12000,https://xe.chotot.com/mua-ban-oto-quan-cai-rang-can-tho/90181680.htm,price!!!
665,FORD,RANGER,630000000,HỒ CHÍ MINH,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hcm-ranger-xls-at-2021-giao-xe-ngay-ho-tro-vay-len-den-80-bao-dau-ho-so-vay-090-638-1199-404727/,price!!!
667,TOYOTA,INNOVA,887000000,HỒ CHÍ MINH,MỚI,2020,,TRẮNG,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-innova-2021-ban-the-thao-cao-cap-du-mau-giao-ngay-230tr-co-xe-326528/,price!!!
677,VINFAST,LUX SA 2.0,826000000,HÀ NỘI,MỚI,2021,ĐEN,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2021-3195378,price!!!
681,TOYOTA,COROLLA,95000000,HÀ NỘI,CŨ,1998,GHI,TRẮNG,SỐ TAY,168000,https://bonbanh.com/xe-toyota-corolla-xl-1.3-mt-1998-3916972,price!!!
688,MERCEDESBENZ,GLS600 MAYBACH,16300000000,HỒ CHÍ MINH,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-mercedes-benz-gls600-maybach-2021-hotline-0935866636-moi-100-giao-xe-ngay-413309/,model not in brand
689,LANDROVER,RANGE ROVER,17899000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-land-rover-range-rover-svautobio-2021-moi-gia-tot-co-thuong-luong-lh-0935866636-413319/,price!!!
690,LANDROVER,RANGE ROVER,12700000000,HÀ NỘI,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-xe-range-rover2021-svautobiography-2021-lh-0935866636-gia-tot-413298/,price!!!
691,FORD,F350,395000000,HỒ CHÍ MINH,CŨ,2017,,XANH LÁ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-chinh-chu-can-ban-xe-ford-hatchlacksan-xuat-nam-2017-415270/,model not in brand
694,LANDROVER,RANGE ROVER,12900000000,HÀ NỘI,MỚI,2021,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-xe-range-rover-sv-autobiography-30-2021-xe-co-san-giao-ngay-toan-quoc-lh-ms-huong-0963732568-413113/,price!!!
704,VINFAST,LUX,1280000000,,CŨ,2019,,,TỰ ĐỘNG,100,https://xe.chotot.com/mua-ban-oto-quan-tan-binh-tp-ho-chi-minh/89166116.htm,price!!!
709,CHEVROLET,CRUZE,312000000,HỒ CHÍ MINH,CŨ,2017,ĐEN,GHI,SỐ TAY,70000,https://bonbanh.com/xe-chevrolet-cruze-lt-1.6l-2017-4123967,price!!!
726,SUZUKI,XL 7 1,564000000,HỒ CHÍ MINH,MỚI,2020,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-suzuki-xl7-giam-cuc-soc-ho-tro-gop-cao-chi-can-130tr-lan-banh-xe-co-san-du-mau-giao-ngay-403886/,model not in brand
728,SUZUKI,SUPER CARRY BLIND VAN,283000000,HỒ CHÍ MINH,MỚI,2021,,MÀU KHÁC,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-xe-tai-van-suzuki-chay-gio-cam-247-du-mau-giao-ngay-lan-banh-283-trieu-404621/,model not in brand
729,LEXUS,LM300H,7450000000,HÀ NỘI,MỚI,2020,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-lexus-lm300h-royal-lounge-2020-7c-moi-ha-noi-gia-tot-giao-xe-ngay-toan-quoc-0844177222-395730/,model not in brand
