name,carmodel,price,location,status,mfg,interiorColor,exteriorColor,gearbox,kilometer,link,note
SUZUKI,XL 7 1,564000000,HỒ CHÍ MINH,MỚI,2020,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-suzuki-xl7-giam-cuc-soc-ho-tro-gop-cao-chi-can-130tr-lan-banh-xe-co-san-du-mau-giao-ngay-403886/,
FORD,ECOSPORT,646000000,HỒ CHÍ MINH,MỚI,2021,,VÀNG CÁT,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hot-ecosport-new-lay-xe-ngay-voi-gia-tot-nhat-tang-phu-kien-ch-0906381199-405973/,
KIA,K3,559000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,SỐ TAY,,https://www.carmudi.vn/ban-xe-o-to-0938985930-kia-k3-deluxe-mt-san-pham-the-he-moi-nhieu-qua-tang-hap-dan-413340/,
FORD,EVEREST,1100000000,HỒ CHÍ MINH,MỚI,2021,,ĐỎ,TỰ ĐỘNG,,https://www.carmudi.vn/ban-xe-o-to-090-638-1199everest-titanium-1-cau-mau-do-giam-gia-dac-biet-cho-lo-cuoi-len-den-80tr-404779/,
KIA,SORENTO,1289000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,,https://www.carmudi.vn/ban-xe-o-to-0938985930kia-sorento-22d-signature-awd-2021-gia-giam-sau-ho-tro-vay-nhanh-chong-413351/,
KIA,K3,629000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,,0,https://www.carmudi.vn/ban-xe-o-to-0938985930-kia-k3-luxury-tinh-te-tien-nghi-cao-cap-gia-cuc-tot-uu-dai-khung-413339/,
KIA,SELTOS,739000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,,0,https://www.carmudi.vn/ban-xe-o-to-0938985930-kia-seltos-14-tubo-premium-2021-moi-cam-ket-gia-canh-tranh-nhat-khu-vuc-413333/,
KIA,SORENTO,999000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,,0,https://www.carmudi.vn/ban-xe-o-to-0938985930kia-sorento-2021-cam-ket-gia-tot-nhat-ho-tro-moi-thu-tuc-nhanh-gon-vay-85-413356/,
FORD,RANGER,618000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ranger-gia-tot-nhat-duyet-vay-hon-80-du-mau-giao-ngay-call-090-638-1199-406973/,
KIA,SELTOS,719000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-0938985930-kia-seltos-16-premium-2021-moi-cam-ket-gia-tot-dich-vu-vip-413336/,
TOYOTA,HIGHLANDER,2050000000,HÀ NỘI,CŨ,2015,,VÀNG CÁT,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-toyota-highlander-limited-xe-nhap-my-415157/,
KIA,SELTOS,689000000,ĐỒNG NAI,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,,https://www.carmudi.vn/ban-xe-o-to-0938985930-kia-seltos-14-turbo-luxury-2021-moi-qua-tang-hap-dan-trong-thang-gia-canh-tranh-n-413335/,
FORD,ECOSPORT,646000000,HỒ CHÍ MINH,MỚI,2021,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hot-giam-gia-manh-cho-ecosport-goi-0906381199-du-mau-giao-ngay-tang-phu-kien-406596/,
FORD,RANGER,630000000,HỒ CHÍ MINH,MỚI,2021,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ranger-xls-at-2021-giao-xe-ngay-ho-tro-vay-len-den-80-bao-dau-ho-so-vay-090-638-1199-404727/,
FORD,ECOSPORT,565000000,HÀ NỘI,MỚI,2021,,NHIỀU MÀU,,0,https://www.carmudi.vn/ban-xe-o-to-0979572297ford-ecosport-2021-sieu-uu-dai-trong-thang-bao-ho-so-vay-399795/,
