,name,carmodel,price,location,status,mfg,interiorColor,exteriorColor,gearbox,kilometer,link,note
7,MERCEDESBENZ,S350,635000000,HÀ NỘI,CŨ,2005,,ĐEN,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-mercedes-s-350-2005-nguyen-ban-415299/,model not in brand
11,FORD,RANGER,618000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hcm-ranger-giam-gia-dac-biet-duyet-vay-hon-80-du-mau-giao-ngay-call-090-638-1199-404694/,price!!!
13,FORD,RANGER,630000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ford-ranger-xls-at-2021-bung-no-khuyen-mai-ngap-tran-uu-dai-415184/,price!!!
15,FORD,RANGER,618000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ranger-gia-tot-nhat-duyet-vay-hon-80-du-mau-giao-ngay-call-090-638-1199-415186/,price!!!
18,KIA,MORNING,899000000,HÀ NỘI,CŨ,2021,,ĐỎ,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-ban-kia-morning-xline-2021-bien-vip-406855/,price!!!
29,TOYOTA,VIOS,438000000,HÀ NỘI,MỚI,2021,ĐEN,CÁT,SỐ TAY,0,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2021-3797363,price!!!
33,TOYOTA,FORTUNER,1354000000,HỒ CHÍ MINH,MỚI,2020,,NÂU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-toyota-fortuner-v-28-at-2-cau-du-mau-giao-ngay-350tr-co-xe-lh-0932142022-353437/,price!!!
56,HYUNDAI,GRAND I10,12000000,,MỚI,2020,,,SỐ SÀN,,https://xe.chotot.com/mua-ban-oto-quan-bac-tu-liem-ha-noi/90565832.htm,price!!!
57,DAEWOO,LACETTI,120000000,,CŨ,2009,,,SỐ SÀN,100000,https://xe.chotot.com/mua-ban-oto-huyen-huong-son-ha-tinh/90565424.htm,price!!!
70,TOYOTA,LAND CRUISER,95000000,BÌNH ĐỊNH,CŨ,1997,NHIỀU MÀU,XÁM,SỐ TAY,430000,https://bonbanh.com/xe-toyota-land_cruiser-4.5-mt-1997-4125163,price!!!
74,TOYOTA,ZACE,172000000,BÌNH ĐỊNH,CŨ,1999,KEM,XANH,SỐ TAY,350000,https://bonbanh.com/xe-toyota-zace-gl-1999-4131794,price!!!
75,FORD,RANGER,565000000,HÀ NỘI,CŨ,2017,-,XANH,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2017-4122078,price!!!
95,TOYOTA,INNOVA,730000000,HỒ CHÍ MINH,CŨ,2018,ĐEN,ĐỎ,TỰ ĐỘNG,75600,https://bonbanh.com/xe-toyota-innova-2.0-venturer-2018-4049997,price!!!
96,CHEVROLET,CRUZE,312000000,HỒ CHÍ MINH,CŨ,2017,ĐEN,GHI,SỐ TAY,70000,https://bonbanh.com/xe-chevrolet-cruze-lt-1.6l-2017-4123967,price!!!
100,MERCEDES BENZ,GLC,1779000000,HỒ CHÍ MINH,CŨ,2021,ĐEN,ĐEN,TỰ ĐỘNG,50,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-4124247,price!!!
125,FORD,RANGER,445000000,,CŨ,2015,,,TỰ ĐỘNG,100000,https://xe.chotot.com/mua-ban-oto-huyen-binh-xuyen-vinh-phuc/90531239.htm,price!!!
131,ASIA,DÒNG KHÁC,419000000,,CŨ,2016,,,TỰ ĐỘNG,32,https://xe.chotot.com/mua-ban-oto-thanh-pho-bien-hoa-dong-nai/87995544.htm,price!!!
142,FORD,RANGER,570000000,HÀ NỘI,MỚI,2021,,TRẮNG,SỐ TAY,0,https://www.carmudi.vn/ban-xe-o-to-0979-57-2297ford-ranger-2021-san-xe-gia-tot-uu-dai-tien-mat-va-tang-phu-kien-chinh-hang-413420/,price!!!
151,KIA,CARNIVAL,1839000000,HÀ NỘI,MỚI,2022,-,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-kia-carnival-signature-3.5g-2022-4045903,price!!!
164,HYUNDAI,ACCENT,386000000,HỒ CHÍ MINH,MỚI,2021,,NHIỀU MÀU,TỰ ĐỘNG,0,https://www.carmudi.vn/ban-xe-o-to-hyundai-accent-2021-giam-gia-tien-matpk-tra-truoc-150tr-nhan-xe-ngay-406768/,price!!!
192,FORD,RANGER,640000000,HÀ NỘI,MỚI,2021,ĐEN,ĐEN,TỰ ĐỘNG,0,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2021-3217980,price!!!
201,HYUNDAI,SANTAFE,1010000000,CẦN THƠ,MỚI,2021,NÂU,TRẮNG,TỰ ĐỘNG,0,https://bonbanh.com/xe-hyundai-santafe-tieu-chuan-2.5l-2021-3823219,price!!!
